
Created CAN interfafce connector

Connected to InfluxDB

Exiting
         6998656 function calls (6985722 primitive calls) in 42.873 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      382    0.005    0.000    0.012    0.000 inspect.py:2858(_hash_basis)
     1854    0.005    0.000    0.006    0.000 {method 'sort' of 'list' objects}
     1972    0.005    0.000    0.007    0.000 {built-in method builtins.any}
     3626    0.005    0.000    0.005    0.000 utils.py:672(set_environ)
      644    0.005    0.000    0.006    0.000 <frozen importlib._bootstrap>:103(release)
     1813    0.005    0.000    0.037    0.000 wait.py:41(_retry_on_intr)
     3627    0.005    0.000    0.005    0.000 timeout.py:195(connect_timeout)
       23    0.005    0.000    0.014    0.001 dbc.py:1102(_load_signals)
      258    0.005    0.000    0.143    0.001 __init__.py:2546(from_location)
      440    0.005    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
     1813    0.005    0.000    0.005    0.000 {built-in method time.monotonic}
      549    0.005    0.000    0.081    0.000 message.py:777(_decode)
     3868    0.005    0.000    0.007    0.000 sre_parse.py:249(match)
        2    0.005    0.002    0.005    0.002 {built-in method posix.read}
     1813    0.005    0.000    0.005    0.000 auth.py:82(__init__)
     1813    0.005    0.000    0.072    0.000 parse.py:325(geturl)
     1368    0.005    0.000    0.008    0.000 __init__.py:2037(dist_factory)
     1813    0.005    0.000    0.015    0.000 _collections_abc.py:701(__len__)
      516    0.005    0.000    0.170    0.000 __init__.py:2092(distributions_from_metadata)
      408    0.004    0.000    0.007    0.000 inspect.py:2750(__init__)
     5087    0.004    0.000    0.004    0.000 {built-in method posix.fspath}
      567    0.004    0.000    0.007    0.000 ntpath.py:122(splitdrive)
     2703    0.004    0.000    0.006    0.000 sre_parse.py:160(__len__)
      462    0.004    0.000    0.009    0.000 <frozen importlib._bootstrap>:318(__exit__)
    421/5    0.004    0.000    1.628    0.326 <frozen importlib._bootstrap_external>:722(exec_module)
 1374/706    0.004    0.000    0.545    0.001 <frozen importlib._bootstrap>:1009(_handle_fromlist)
     3637    0.004    0.000    0.004    0.000 {method '__exit__' of '_thread.lock' objects}
     1098    0.004    0.000    0.004    0.000 {method 'unpack' of 'bitstruct.c.CompiledFormatDict' objects}
     2766    0.004    0.000    0.004    0.000 version.py:207(<genexpr>)
      421    0.004    0.000    0.154    0.000 <frozen importlib._bootstrap_external>:523(_compile_bytecode)
     2214    0.004    0.000    0.006    0.000 sre_parse.py:172(append)
  450/406    0.004    0.000    0.007    0.000 __init__.py:3731(__subclasscheck__)
     2133    0.004    0.000    0.004    0.000 {method 'pop' of 'list' objects}
     1319    0.004    0.000    0.025    0.000 enum.py:284(__call__)
        2    0.004    0.002    0.004    0.002 {built-in method _posixsubprocess.fork_exec}
      620    0.004    0.000    0.005    0.000 enum.py:376(__setattr__)
     3625    0.004    0.000    0.004    0.000 feedparser.py:125(__iter__)
     4164    0.004    0.000    0.004    0.000 textparser.py:51(peek)
      411    0.004    0.000    0.009    0.000 enum.py:70(__setitem__)
     2097    0.004    0.000    0.006    0.000 posixpath.py:41(_get_sep)
      772    0.004    0.000    0.053    0.000 version.py:24(parse)
     2859    0.004    0.000    0.004    0.000 {built-in method builtins.min}
      567    0.004    0.000    0.021    0.000 __init__.py:1476(_validate_resource_path)
      464    0.004    0.000    0.009    0.000 version.py:236(__str__)
      191    0.004    0.000    0.014    0.000 __init__.py:1586(_get)
      167    0.004    0.000    0.061    0.000 utils.py:96(verify_interface)
      549    0.004    0.000    0.084    0.000 message.py:803(decode)
      389    0.004    0.000    0.006    0.000 posixpath.py:154(dirname)
     1085    0.003    0.000    0.006    0.000 __init__.py:2753(__getattr__)
      995    0.003    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
      567    0.003    0.000    0.033    0.000 __init__.py:1470(_fn)
     1813    0.003    0.000    0.003    0.000 {built-in method select.poll}
      464    0.003    0.000    0.049    0.000 __init__.py:1325(safe_version)
  462/459    0.003    0.000    0.082    0.000 <frozen importlib._bootstrap>:576(module_from_spec)
      567    0.003    0.000    0.012    0.000 ntpath.py:67(isabs)
     1813    0.003    0.000    0.003    0.000 client.py:208(_use_udp)
      421    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
      258    0.003    0.000    0.009    0.000 __init__.py:685(add)
     1741    0.003    0.000    0.005    0.000 sre_parse.py:286(tell)
      533    0.003    0.000    0.005    0.000 sre_compile.py:249(_compile_charset)
     3173    0.003    0.000    0.003    0.000 signal.py:324(choices)
      549    0.003    0.000    0.088    0.000 database.py:363(decode_message)
     1812    0.003    0.000    0.003    0.000 {method 'tobytes' of 'memoryview' objects}
      842    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
     3079    0.003    0.000    0.003    0.000 signal.py:249(scale)
      335    0.003    0.000    0.003    0.000 pyparsing.py:1144(__init__)
      154    0.003    0.000    0.271    0.002 sre_compile.py:759(compile)
        1    0.003    0.003    0.012    0.012 binding.py:82(build_conditional_library)
       33    0.003    0.000    0.005    0.000 enum.py:177(<setcomp>)
      897    0.003    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
     3079    0.003    0.000    0.003    0.000 signal.py:261(offset)
     1813    0.003    0.000    0.003    0.000 client.py:188(_baseurl)
      770    0.003    0.000    0.004    0.000 __init__.py:2605(key)
     2093    0.003    0.000    0.003    0.000 {method 'values' of 'dict' objects}
       22    0.003    0.000    0.003    0.000 {built-in method _imp.create_builtin}
      154    0.003    0.000    0.016    0.000 sre_compile.py:536(_compile_info)
     3455    0.003    0.000    0.003    0.000 {method 'start' of 're.Match' objects}
      440    0.003    0.000    0.019    0.000 <frozen importlib._bootstrap_external>:369(_get_cached)
     1813    0.003    0.000    0.003    0.000 {method 'pop' of 'collections.deque' objects}
      496    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.003    0.003    0.011    0.011 packages.py:1(<module>)
      232    0.003    0.000    0.003    0.000 textparser.py:102(_wrap_string)
      517    0.003    0.000    0.004    0.000 genericpath.py:117(_splitext)
     1263    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
     1812    0.003    0.000    0.003    0.000 utils.py:514(iter_slices)
      496    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:58(__init__)
     1457    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:859(__exit__)
     1334    0.003    0.000    0.003    0.000 sre_parse.py:111(__init__)
      988    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:416(parent)
     1772    0.003    0.000    0.003    0.000 {method 'rfind' of 'str' objects}
       46    0.003    0.000    0.015    0.000 utils.py:164(create_little)
      440    0.003    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
      516    0.003    0.000    0.003    0.000 {method 'split' of 're.Pattern' objects}
     1457    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:855(__enter__)
     1565    0.003    0.000    0.003    0.000 {method 'find' of 'bytearray' objects}
       13    0.003    0.000    0.010    0.001 enum.py:654(<listcomp>)
     2727    0.003    0.000    0.003    0.000 {built-in method _imp.acquire_lock}
        1    0.002    0.002    0.002    0.002 queue.py:220(PriorityQueue)
       16    0.002    0.000    0.009    0.001 __init__.py:2164(__new__)
      517    0.002    0.000    0.007    0.000 posixpath.py:121(splitext)
      861    0.002    0.000    0.021    0.000 <frozen importlib._bootstrap>:403(cached)
     1813    0.002    0.000    0.002    0.000 models.py:184(<genexpr>)
     1813    0.002    0.000    0.002    0.000 {method 'strip' of 'bytes' objects}
     1780    0.002    0.000    0.002    0.000 version.py:244(<genexpr>)
      272    0.002    0.000    0.271    0.001 __init__.py:2005(find_on_path)
     1823    0.002    0.000    0.002    0.000 {method 'append' of 'collections.deque' objects}
     2727    0.002    0.000    0.002    0.000 {built-in method _imp.release_lock}
      586    0.002    0.000    0.005    0.000 posixpath.py:64(isabs)
      272    0.002    0.000    0.009    0.000 __init__.py:2023(<genexpr>)
  270/184    0.002    0.000    0.003    0.000 {built-in method _abc._abc_subclasscheck}
     1813    0.002    0.000    0.002    0.000 cookies.py:81(get_new_headers)
     1274    0.002    0.000    0.007    0.000 version.py:53(__eq__)
     1361    0.002    0.000    0.003    0.000 inspect.py:2799(<genexpr>)
      119    0.002    0.000    0.002    0.000 {built-in method _abc._abc_init}
     1274    0.002    0.000    0.007    0.000 version.py:47(__lt__)
     1813    0.002    0.000    0.002    0.000 adapters.py:358(add_headers)
      421    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
       26    0.002    0.000    0.425    0.016 __init__.py:1(<module>)
     1813    0.002    0.000    0.002    0.000 connectionpool.py:280(_validate_conn)
      382    0.002    0.000    0.004    0.000 inspect.py:484(unwrap)
     1210    0.002    0.000    0.003    0.000 inspect.py:2859(<genexpr>)
      131    0.002    0.000    0.027    0.000 __init__.py:1835(__setitem__)
    111/5    0.002    0.000    0.007    0.001 pyparsing.py:3319(streamline)
     1836    0.002    0.000    0.002    0.000 message.py:189(__bool__)
      167    0.002    0.000    0.032    0.000 __init__.py:2159(_handle_ns)
      497    0.002    0.000    0.019    0.000 <frozen importlib._bootstrap>:147(__enter__)
      421    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
      258    0.002    0.000    0.055    0.000 __init__.py:2000(<listcomp>)
      882    0.002    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
     1305    0.002    0.000    0.003    0.000 enum.py:526(__new__)
      471    0.002    0.000    0.021    0.000 pyparsing.py:1167(copy)
     2588    0.002    0.000    0.002    0.000 {built-in method builtins.ord}
      516    0.002    0.000    0.026    0.000 version.py:74(__init__)
      543    0.002    0.000    0.005    0.000 sre_compile.py:423(_simple)
     1813    0.002    0.000    0.002    0.000 {function HTTPResponse.flush at 0xb5638468}
      154    0.002    0.000    0.177    0.001 sre_parse.py:919(parse)
      549    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:369(__init__)
     2160    0.002    0.000    0.002    0.000 version.py:298(_parse_letter_version)
      208    0.002    0.000    0.095    0.000 __init__.py:2516(_version_from_file)
     1283    0.002    0.000    0.002    0.000 {built-in method from_bytes}
      258    0.002    0.000    0.061    0.000 __init__.py:1994(_by_version)
      256    0.002    0.000    0.037    0.000 __init__.py:2795(get_entry_map)
      464    0.002    0.000    0.002    0.000 utils.py:1(num)
      376    0.002    0.000    0.031    0.000 __init__.py:1406(has_metadata)
      274    0.002    0.000    0.002    0.000 {method 'sub' of 're.Pattern' objects}
      191    0.002    0.000    0.028    0.000 __init__.py:1409(get_metadata)
      331    0.002    0.000    0.002    0.000 sre_parse.py:408(_uniq)
      624    0.002    0.000    0.003    0.000 __init__.py:2521(is_version_line)
      464    0.002    0.000    0.132    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
       62    0.002    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
      260    0.002    0.000    0.003    0.000 sre_parse.py:295(_class_escape)
      421    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:35(_new_module)
      258    0.002    0.000    0.033    0.000 __init__.py:2533(__init__)
    600/7    0.002    0.000    1.625    0.232 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
      421    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
    159/3    0.002    0.000    0.006    0.002 pyparsing.py:1370(_parseNoCache)
     1842    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
      133    0.002    0.000    0.004    0.000 pyparsing.py:3260(__init__)
      497    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap>:151(__exit__)
      154    0.001    0.000    0.004    0.000 enum.py:836(__and__)
       99    0.001    0.000    0.002    0.000 _oid.py:11(__init__)
     1004    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
      382    0.001    0.000    0.002    0.000 inspect.py:2862(<dictcomp>)
      232    0.001    0.000    0.003    0.000 utils.py:123(data_item)
      191    0.001    0.000    0.015    0.000 inspect.py:2872(__eq__)
      446    0.001    0.000    0.002    0.000 enum.py:26(_is_dunder)
      258    0.001    0.000    0.003    0.000 posixpath.py:144(basename)
      839    0.001    0.000    0.001    0.000 _weakrefset.py:70(__contains__)
      820    0.001    0.000    0.002    0.000 inspect.py:158(isfunction)
      340    0.001    0.000    0.002    0.000 sre_parse.py:343(_escape)
     1781    0.001    0.000    0.001    0.000 inspect.py:2529(kind)
     1289    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
      208    0.001    0.000    0.098    0.000 __init__.py:2923(_reload_version)
      471    0.001    0.000    0.002    0.000 {method '__reduce_ex__' of 'object' objects}
      998    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
      232    0.001    0.000    0.002    0.000 message.py:821(get_signal_by_name)
      128    0.001    0.000    0.005    0.000 __init__.py:2811(insert_on)
   130/51    0.001    0.000    0.796    0.016 {built-in method builtins.__import__}
      227    0.001    0.000    0.003    0.000 sre_parse.py:84(opengroup)
     1274    0.001    0.000    0.001    0.000 version.py:48(<lambda>)
        2    0.001    0.001    0.001    0.001 {built-in method _openssl.SSL_library_init}
      774    0.001    0.000    0.002    0.000 sre_parse.py:81(groups)
        2    0.001    0.001    0.010    0.005 subprocess.py:1383(_execute_child)
      109    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
      376    0.001    0.000    0.006    0.000 genericpath.py:16(exists)
        1    0.001    0.001    0.001    0.001 {built-in method _socket.getaddrinfo}
      952    0.001    0.000    0.001    0.000 {method 'get' of 'mappingproxy' objects}
  186/146    0.001    0.000    0.002    0.000 sre_compile.py:461(_get_literal_prefix)
       44    0.001    0.000    0.006    0.000 __init__.py:1861(get_metadata)
