
Created CAN interfafce connector

Connected to InfluxDB

Exiting
         6998656 function calls (6985722 primitive calls) in 42.873 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 request.py:1670(URLopener)
        1    0.000    0.000    0.000    0.000 ocsp.py:264(OCSPRequest)
        7    0.000    0.000    0.000    0.000 decode_asn1.py:187(__init__)
        1    0.000    0.000    0.000    0.000 core.py:971(Choice)
        5    0.000    0.000    0.000    0.000 _elliptic_curve.py:170(__mul__)
        1    0.000    0.000    0.000    0.000 rsa.py:69(RSAPublicKey)
        1    0.000    0.000    0.000    0.000 interfaces.py:131(DSABackend)
        1    0.000    0.000    0.000    0.000 crypto.py:2580(NetscapeSPKI)
        1    0.000    0.000    0.000    0.000 crypto.py:377(_EllipticCurve)
        1    0.000    0.000    0.000    0.000 enums.py:5(<module>)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:28(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1228(Namespace)
        1    0.000    0.000    0.000    0.000 wrappers.py:20(_ObjectProxyMethods)
        1    0.000    0.000    0.000    0.000 markers.py:272(Marker)
      6/2    0.000    0.000    0.003    0.001 pyparsing.py:4183(streamline)
        1    0.000    0.000    0.000    0.000 tempfile.py:766(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 zipfile.py:715(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1922(PyZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1383(NullProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1668(ZipProvider)
        1    0.000    0.000    0.000    0.000 logger.py:23(Logger)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        1    0.000    0.000    0.000    0.000 selector_events.py:708(_SelectorSocketTransport)
        2    0.000    0.000    0.000    0.000 inspect.py:179(iscoroutinefunction)
        2    0.000    0.000    0.000    0.000 socket.py:416(close)
        1    0.000    0.000    0.000    0.000 __init__.py:804(Handler)
        2    0.000    0.000    0.000    0.000 __init__.py:1531(addHandler)
        2    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        1    0.000    0.000    0.001    0.001 scanner.py:5(_import_c_make_scanner)
        1    0.000    0.000    0.000    0.000 dsa.py:84(_DSAParameters)
        1    0.000    0.000    0.000    0.000 ocsp.py:34(OCSPResponseStatus)
        1    0.000    0.000    0.000    0.000 backend.py:127(activate_builtin_random)
        1    0.000    0.000    0.000    0.000 binding.py:23(_OpenSSLError)
        3    0.000    0.000    0.000    0.000 binding.py:107(__init__)
        1    0.000    0.000    0.000    0.000 base.py:53(PublicFormat)
        1    0.000    0.000    0.000    0.000 core.py:232(__init__)
        5    0.000    0.000    0.000    0.000 _elliptic_curve.py:60(__init__)
        3    0.000    0.000    0.000    0.000 extensions.py:918(<genexpr>)
        1    0.000    0.000    0.000    0.000 rsa.py:21(RSAPrivateKey)
        1    0.000    0.000    0.000    0.000 dsa.py:32(DSAPrivateKey)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 socketcan.py:719(_apply_filters)
        1    0.000    0.000    0.000    0.000 __init__.py:871(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 __init__.py:3183(MultiValueEnum)
        1    0.000    0.000    0.000    0.000 __init__.py:3190(NoAliasEnum)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:79(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 parse.py:386(_splitnetloc)
        1    0.000    0.000    0.000    0.000 __init__.py:1125(ResourceManager)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        1    0.000    0.000    0.000    0.000 transports.py:68(WriteTransport)
        6    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 __init__.py:1296(_fixupChildren)
        1    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       14    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 utils.py:793(default_user_agent)
        1    0.000    0.000    0.000    0.000 encoder.py:141(__init__)
        4    0.000    0.000    0.000    0.000 ocsp.py:63(<genexpr>)
        1    0.000    0.000    0.000    0.000 binding.py:97(Binding)
        1    0.000    0.000    0.000    0.000 base.py:39(Encoding)
        1    0.000    0.000    0.000    0.000 extensions.py:339(BasicConstraints)
        1    0.000    0.000    0.000    0.000 _oid.py:10(ObjectIdentifier)
        1    0.000    0.000    0.000    0.000 crypto.py:2399(PKCS12)
        1    0.000    0.000    0.000    0.000 dsa.py:80(DSAPublicKey)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:247(WrappedSocket)
        1    0.000    0.000    0.000    0.000 client.py:944(close)
        1    0.000    0.000    0.000    0.000 textparser.py:39(__init__)
        1    0.000    0.000    0.000    0.000 textparser.py:370(RepeatedDict)
        1    0.000    0.000    0.000    0.000 signal_group.py:4(SignalGroup)
        1    0.000    0.000    0.000    0.000 node.py:3(Node)
        1    0.000    0.000    0.000    0.000 dbc.py:347(DbcSpecifics)
        1    0.000    0.000    0.000    0.000 decorators.py:78(_AdapterFunctionSurrogate)
        1    0.000    0.000    0.000    0.000 __init__.py:3125(LowerStrEnum)
        8    0.000    0.000    0.000    0.000 __init__.py:544(__init__)
        1    0.000    0.000    0.000    0.000 specifiers.py:78(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:591(__init__)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:171(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 adapters.py:84(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 parse.py:394(_checknetloc)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 __init__.py:3179(_initialize)
        1    0.000    0.000    0.002    0.002 __init__.py:387(get_build_platform)
        1    0.000    0.000    0.000    0.000 streams.py:276(StreamWriter)
        1    0.000    0.000    0.000    0.000 coroutines.py:17(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 listener.py:26(Listener)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        3    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 cookies.py:25(MockRequest)
        1    0.000    0.000    0.000    0.000 encoder.py:9(_import_speedups)
        1    0.000    0.000    0.002    0.002 request.py:940(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 x509.py:166(_RevokedCertificate)
        1    0.000    0.000    0.000    0.000 x509.py:489(_SignedCertificateTimestamp)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_set_default_RAND}
        1    0.000    0.000    0.000    0.000 general_name.py:62(RFC822Name)
        1    0.000    0.000    0.000    0.000 algos.py:50(_ForceNullParameters)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2057(IPv6Interface)
        1    0.000    0.000    0.000    0.000 interfaces.py:334(DHBackend)
        1    0.000    0.000    0.000    0.000 crypto.py:1553(X509StoreFlags)
        1    0.000    0.000    0.000    0.000 dsa.py:150(DSAParameterNumbers)
        1    0.000    0.000    0.000    0.000 timeout.py:140(from_float)
        2    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.001    0.001 djangocache.py:1(<module>)
        3    0.000    0.000    0.000    0.000 textparser.py:268(__init__)
        1    0.000    0.000    0.157    0.157 __init__.py:228(load)
        1    0.000    0.000    0.000    0.000 importer.py:162(ImportHookFinder)
        3    0.000    0.000    0.000    0.000 __init__.py:805(__init__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:121(_is_python_source_dir)
        2    0.000    0.000    0.000    0.000 pyparsing.py:693(_asStringList)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4783(<genexpr>)
        1    0.000    0.000    0.000    0.000 appdirs.py:407(AppDirs)
        1    0.000    0.000    0.000    0.000 models.py:272(PreparedRequest)
        1    0.000    0.000    0.001    0.001 __init__.py:2941(DistInfoDistribution)
        1    0.000    0.000    0.001    0.001 configparser.py:375(BasicInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:1234(SectionProxy)
        1    0.000    0.000    0.000    0.000 __init__.py:1648(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 unix_events.py:548(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:55(Task)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 base_events.py:247(Server)
       10    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.register_error}
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 cookies.py:457(BaseCookie)
        1    0.000    0.000    0.000    0.000 core.py:9(<module>)
        1    0.000    0.000    0.000    0.000 rsa.py:332(_RSAPrivateKey)
        1    0.000    0.000    0.000    0.000 ocsp.py:336(_OCSPRequest)
        1    0.000    0.000    0.000    0.000 name.py:75(NameAttribute)
        1    0.000    0.000    0.000    0.000 hashes.py:33(HashContext)
        1    0.000    0.000    0.000    0.000 algos.py:272(SignedDigestAlgorithm)
        1    0.000    0.000    0.000    0.000 extensions.py:450(FreshestCRL)
        1    0.000    0.000    0.000    0.000 extensions.py:907(TLSFeatureType)
        1    0.000    0.000    0.000    0.000 extensions.py:1047(NameConstraints)
        1    0.000    0.000    0.000    0.000 extensions.py:1129(Extension)
        1    0.000    0.000    0.000    0.000 ec.py:343(EllipticCurvePublicNumbers)
        2    0.000    0.000    0.000    0.000 utils.py:130(__init__)
        1    0.000    0.000    0.000    0.000 ec.py:38(EllipticCurve)
        1    0.000    0.000    0.000    0.000 compat.py:22(<module>)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        1    0.000    0.000    0.000    0.000 timeout.py:18(Timeout)
        1    0.000    0.000    0.000    0.000 _collections.py:58(__setitem__)
        1    0.000    0.000    0.000    0.000 ext.py:34(Timestamp)
        2    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:543(ElementTree)
        1    0.000    0.000    0.000    0.000 compat.py:3(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1248(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 tester.py:73(Message)
        1    0.000    0.000    0.000    0.000 decorators.py:52(_AdapterFunctionCode)
        3    0.000    0.000    0.000    0.000 decorators.py:174(decorator)
        1    0.000    0.000    0.000    0.000 socketcan.py:550(SocketcanBus)
        3    0.000    0.000    0.000    0.000 __init__.py:690(__prepare__)
        7    0.000    0.000    0.000    0.000 __init__.py:1548(value)
        1    0.000    0.000    0.000    0.000 __init__.py:2574(__members__)
        1    0.000    0.000    0.000    0.000 __init__.py:3157(AutoEnum)
        1    0.000    0.000    0.000    0.000 __init__.py:3224(SqliteEnum)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2765(Regex)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4214(copy)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        3    0.000    0.000    0.000    0.000 adapters.py:58(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:242(localize)
        1    0.000    0.000    0.000    0.000 zipfile.py:313(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:773(ZipExtFile)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:2302(_cygwin_patch)
        1    0.000    0.000    0.000    0.000 unix_events.py:839(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 events.py:104(TimerHandle)
        1    0.000    0.000    0.000    0.000 ssl.py:372(Purpose)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        2    0.000    0.000    0.000    0.000 tokenize.py:374(read_or_stop)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_converter}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:400(_ymd)
        1    0.000    0.000    0.000    0.000 decoder.py:10(_import_c_scanstring)
        1    0.000    0.000    0.000    0.000 x448.py:34(X448PrivateKey)
        1    0.000    0.000    0.000    0.000 dsa.py:108(_DSAPrivateKey)
        1    0.000    0.000    0.000    0.000 ec.py:126(_EllipticCurvePrivateKey)
        1    0.000    0.000    0.000    0.000 modes.py:14(Mode)
        1    0.000    0.000    0.000    0.000 mac.py:12(MACContext)
        1    0.000    0.000    0.000    0.000 dh.py:185(DHPublicKey)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_by_id}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_init}
        1    0.000    0.000    0.000    0.000 base.py:47(PrivateFormat)
        1    0.000    0.000    0.000    0.000 oid.py:46(CRLEntryExtensionOID)
        1    0.000    0.000    0.000    0.000 core.py:821(Any)
        1    0.000    0.000    0.000    0.000 core.py:2501(ParsableOctetString)
        1    0.000    0.000    0.000    0.000 keys.py:54(OtherPrimeInfo)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1379(IPv4Interface)
        1    0.000    0.000    0.000    0.000 crypto.py:1953(Revoked)
        1    0.000    0.000    0.000    0.000 certificate_transparency.py:13(LogEntryType)
        1    0.000    0.000    0.000    0.000 base.py:44(Version)
        1    0.000    0.000    0.001    0.001 utils.py:53(register_decorator)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:31(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:122(PoolManager)
        1    0.000    0.000    0.000    0.000 escprober.py:35(EscCharSetProber)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:18(is_local_appengine)
        1    0.000    0.000    0.000    0.000 textparser.py:128(TokenizeError)
        1    0.000    0.000    0.000    0.000 textparser.py:177(ParseError)
        1    0.000    0.000    0.000    0.000 textparser.py:380(__init__)
        4    0.000    0.000    0.000    0.000 textparser.py:506(__init__)
        1    0.000    0.000    0.000    0.000 attribute.py:1(Attribute)
        1    0.000    0.000    0.000    0.000 sym.py:32(Parser60)
        1    0.000    0.000    0.000    0.000 dbc.py:893(_load_attribute_definition_defaults)
        1    0.000    0.000    0.000    0.000 compat.py:19(__exit__)
        7    0.000    0.000    0.000    0.000 __init__.py:1580(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:3081(IntEnum)
        4    0.000    0.000    0.000    0.000 __init__.py:3118(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 sqlite.py:28(SqliteReader)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1298(addCondition)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3458(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3715(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
        1    0.000    0.000    0.000    0.000 requirements.py:54(<lambda>)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 plistlib.py:247(_PlistParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 __init__.py:3038(Requirement)
        1    0.000    0.000    0.001    0.001 configparser.py:521(LegacyInterpolation)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        1    0.000    0.000    0.000    0.000 subprocess.py:106(Process)
        1    0.000    0.000    0.000    0.000 __init__.py:468(Formatter)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        7    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 errors.py:2(<module>)
        1    0.000    0.000    0.000    0.000 algorithms.py:91(CAST5)
        1    0.000    0.000    0.000    0.000 ec.py:228(_EllipticCurvePublicKey)
        1    0.000    0.000    0.000    0.000 ed448.py:14(Ed448PublicKey)
        1    0.000    0.000    0.000    0.000 ocsp.py:29(OCSPResponderEncoding)
        1    0.000    0.000    0.000    0.000 ocsp.py:57(OCSPCertStatus)
        1    0.000    0.000    0.000    0.000 base.py:20(CipherAlgorithm)
        1    0.000    0.000    0.000    0.000 base.py:44(CipherContext)
        1    0.000    0.000    0.000    0.000 modes.py:186(GCM)
        1    0.000    0.000    0.000    0.000 dh.py:18(DHPrivateNumbers)
        1    0.000    0.000    0.000    0.000 dh.py:80(DHParameterNumbers)
       10    0.000    0.000    0.000    0.000 SSL.py:641(_requires_decorator)
        1    0.000    0.000    0.000    0.000 {method 'new_allocator' of 'CompiledFFI' objects}
        1    0.000    0.000    0.000    0.000 ed25519.py:44(Ed25519PrivateKey)
        1    0.000    0.000    0.000    0.000 general_name.py:129(DNSName)
        1    0.000    0.000    0.000    0.000 name.py:196(Name)
        1    0.000    0.000    0.000    0.000 oid.py:130(AuthorityInformationAccessOID)
        1    0.000    0.000    0.000    0.000 version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 keys.py:116(DSAPrivateKey)
        1    0.000    0.000    0.000    0.000 keys.py:227(FieldType)
        1    0.000    0.000    0.000    0.000 keys.py:384(ECDomainParameters)
        1    0.000    0.000    0.000    0.000 extensions.py:303(AccessDescription)
        1    0.000    0.000    0.000    0.000 extensions.py:697(PolicyInformation)
        1    0.000    0.000    0.000    0.000 extensions.py:747(UserNotice)
        1    0.000    0.000    0.000    0.000 extensions.py:921(InhibitAnyPolicy)
        1    0.000    0.000    0.000    0.000 extensions.py:1318(CRLReason)
        1    0.000    0.000    0.000    0.000 extensions.py:1424(OCSPNonce)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1462(IPv4Network)
        1    0.000    0.000    0.000    0.000 interfaces.py:12(CipherBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:96(RSABackend)
        1    0.000    0.000    0.000    0.000 crypto.py:2677(_PassphraseHelper)
        1    0.000    0.000    0.000    0.000 base.py:369(RevokedCertificate)
        1    0.000    0.000    0.000    0.000 base.py:431(CertificateBuilder)
        1    0.000    0.000    0.000    0.000 __init__.py:12(AsymmetricSignatureContext)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:33(SingleByteCharSetProber)
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.000    0.000 chardistribution.py:40(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:31(<module>)
        1    0.000    0.000    0.000    0.000 url.py:14(Url)
        1    0.000    0.000    0.000    0.000 request.py:10(RequestMethods)
        1    0.000    0.000    0.000    0.000 connectionpool.py:736(HTTPSConnectionPool)
        2    0.000    0.000    0.000    0.000 internal_database.py:3(<module>)
        1    0.000    0.000    0.000    0.000 textparser.py:425(ZeroOrMoreDict)
        6    0.000    0.000    0.000    0.000 attribute_definition.py:31(default_value)
        1    0.000    0.000    0.000    0.000 arxml.py:732(EcuExtractLoader)
        3    0.000    0.000    0.000    0.000 __init__.py:481(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:685(NamedConstantMeta)
        1    0.000    0.000    0.000    0.000 __init__.py:1301(enum)
        3    0.000    0.000    0.000    0.000 __init__.py:2917(_generate_next_value_)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1441(tryParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1972(__xor__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3368(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4163(__lshift__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:460(__iter__)
        1    0.000    0.000    0.000    0.000 structures.py:90(__init__)
        1    0.000    0.000    0.000    0.000 models.py:60(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:213(UTC)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        2    0.000    0.000    0.334    0.167 __init__.py:3174(_call_aside)
        1    0.000    0.000    0.000    0.000 platform.py:1276(python_implementation)
        1    0.000    0.000    0.001    0.001 configparser.py:1304(ConverterMapping)
        1    0.000    0.000    0.002    0.002 __init__.py:177(get_supported_platform)
        1    0.000    0.000    0.000    0.000 __init__.py:258(VersionConflict)
        4    0.000    0.000    0.000    0.000 __init__.py:344(register_loader_type)
        2    0.000    0.000    0.000    0.000 __init__.py:646(iter_entry_points)
        1    0.000    0.000    0.000    0.000 __init__.py:1590(_register)
        1    0.000    0.000    0.002    0.002 util.py:167(<lambda>)
        1    0.000    0.000    0.000    0.000 locks.py:101(Lock)
        1    0.000    0.000    0.000    0.000 unix_events.py:1089(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:610(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.001    0.001 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 base_events.py:179(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
       11    0.000    0.000    0.000    0.000 enum.py:901(<lambda>)
        3    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 helper.py:16(SeriesHelper)
        1    0.000    0.000    0.000    0.000 _parser.py:1379(_result)
        1    0.000    0.000    0.000    0.000 cookiejar.py:729(Cookie)
        1    0.000    0.000    0.000    0.000 decoder.py:24(_floatconstants)
        1    0.000    0.000    0.000    0.000 padding.py:17(AsymmetricPadding)
        1    0.000    0.000    0.000    0.000 x25519.py:14(X25519PublicKey)
        1    0.000    0.000    0.000    0.000 algorithms.py:148(ChaCha20)
        1    0.000    0.000    0.000    0.000 dsa.py:197(_DSAPublicKey)
        1    0.000    0.000    0.000    0.000 hmac.py:15(_HMACContext)
        1    0.000    0.000    0.000    0.000 ciphers.py:13(_CipherContext)
        1    0.000    0.000    0.000    0.000 cmac.py:16(_CMACContext)
        1    0.000    0.000    0.000    0.000 dh.py:106(_DHPrivateKey)
        1    0.000    0.000    0.000    0.000 dh.py:49(DHPublicNumbers)
        1    0.000    0.000    0.000    0.000 general_name.py:174(UniformResourceIdentifier)
        1    0.000    0.000    0.000    0.000 name.py:147(RelativeDistinguishedName)
        1    0.000    0.000    0.000    0.000 oid.py:135(CertificatePoliciesOID)
        1    0.000    0.000    0.000    0.000 algos.py:510(DSASignature)
        1    0.000    0.000    0.000    0.000 core.py:1695(AbstractString)
        1    0.000    0.000    0.000    0.000 core.py:2737(ObjectIdentifier)
        1    0.000    0.000    0.000    0.000 keys.py:454(PrivateKeyAlgorithmId)
        1    0.000    0.000    0.000    0.000 algos.py:180(RSASSAPSSParams)
        1    0.000    0.000    0.000    0.000 extensions.py:75(Extensions)
        1    0.000    0.000    0.000    0.000 extensions.py:264(AuthorityInformationAccess)
        1    0.000    0.000    0.000    0.000 extensions.py:409(CRLDistributionPoints)
        1    0.000    0.000    0.000    0.000 extensions.py:658(CertificatePolicies)
        1    0.000    0.000    0.000    0.000 extensions.py:784(NoticeReference)
        1    0.000    0.000    0.000    0.000 extensions.py:860(PrecertPoison)
        1    0.000    0.000    0.000    0.000 extensions.py:1168(GeneralNames)
        1    0.000    0.000    0.000    0.000 extensions.py:1213(SubjectAlternativeName)
        1    0.000    0.000    0.000    0.000 extensions.py:1376(PrecertificateSignedCertificateTimestamps)
        1    0.000    0.000    0.000    0.000 extensions.py:1582(UnrecognizedExtension)
        1    0.000    0.000    0.000    0.000 ec.py:430(EllipticCurvePrivateNumbers)
        1    0.000    0.000    0.000    0.000 interfaces.py:231(PEMSerializationBackend)
        1    0.000    0.000    0.000    0.000 certificate_transparency.py:18(Version)
        1    0.000    0.000    0.000    0.000 __init__.py:10(<module>)
        1    0.000    0.000    0.000    0.000 dsa.py:189(DSAPublicNumbers)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:32(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.020    0.020 six.py:117(__getattr__)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 textparser.py:37(_Tokens)
        1    0.000    0.000    0.000    0.000 textparser.py:288(ChoiceDict)
        1    0.000    0.000    0.000    0.000 textparser.py:454(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 signal.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tester.py:226(Tester)
        1    0.000    0.000    0.000    0.000 ElementTree.py:495(QName)
        1    0.000    0.000    0.000    0.000 argparse.py:1076(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 decorators.py:123(AdapterWrapper)
        3    0.000    0.000    0.000    0.000 decorators.py:442(_PartialDecorator)
        1    0.000    0.000    0.000    0.000 socketcan.py:312(CyclicSendTask)
